batter,yearID,velocity_bin,statcast_age_bat_velocity_sum,statcast_age_bat_velocity_count,velocity_pitch_count,release_speed_sum,release_speed_count,velocity_batted_ball_count,velocity_launch_speed_sum,velocity_launch_angle_sum,velocity_launch_angle_count,velocity_hard_hit_sum,velocity_xwoba_sum,velocity_xwoba_count,velocity_xslg_sum,velocity_xslg_count,velocity_bin_label,statcast_age_bat_velocity,avg_pitch_speed_in_bin,velocity_avg_launch_speed,velocity_avg_launch_angle,velocity_hard_hit_rate,velocity_avg_estimated_woba,velocity_avg_estimated_slg
407793,2017,v_lt85,351,9,9,741.8,9,0,0.0,0.0,0,0,0.0,2,0.0,0,85mph 미만,39.0,82.42222222222222,,,,0.0,
407793,2017,v_85_90,312,8,8,693.7,8,1,101.2,18.0,1,1,0.59,3,0.944,1,85~90mph,39.0,86.7125,101.2,18.0,1.0,0.19666666666666666,0.944
407793,2017,v_90_95,1092,28,28,2584.0,28,8,678.4,-75.0,8,2,1.6820000000000002,7,2.146,6,90~95mph,39.0,92.28571428571429,84.8,-9.375,0.25,0.2402857142857143,0.35766666666666663
407793,2017,v_ge95,351,9,9,866.0,9,2,172.5,-11.0,2,0,0.06,3,0.073,1,95mph 이상,39.0,96.22222222222223,86.25,-5.5,0.0,0.02,0.073
407812,2015,v_lt85,1470,42,42,3376.1,42,9,722.1,-11.0,9,0,1.991686,10,0.6930000000000001,8,85mph 미만,35.0,80.38333333333333,80.23333333333333,-1.2222222222222223,0.0,0.1991686,0.08662500000000001
407812,2015,v_85_90,1750,50,50,4399.9,50,13,1119.2,168.0,13,3,5.670686,15,5.815,12,85~90mph,35.0,87.99799999999999,86.0923076923077,12.923076923076923,0.23076923076923078,0.3780457333333333,0.48458333333333337
407812,2015,v_90_95,3115,89,89,8262.5,89,17,1432.1999999999998,131.0,17,3,5.309685999999999,22,4.814,14,90~95mph,35.0,92.83707865168539,84.2470588235294,7.705882352941177,0.17647058823529413,0.2413493636363636,0.34385714285714286
407812,2015,v_ge95,770,22,22,2134.3,22,6,539.1,117.0,6,1,0.853,4,1.027,2,95mph 이상,35.0,97.01363636363637,89.85000000000001,19.5,0.16666666666666666,0.21325,0.5135
407812,2016,v_lt85,3168,88,88,7155.5,88,27,2409.0,321.0,27,9,6.698612,25,8.425,20,85mph 미만,36.0,81.3125,89.22222222222223,11.88888888888889,0.3333333333333333,0.26794448,0.42125
407812,2016,v_85_90,3672,102,102,8908.5,102,22,1844.9,93.0,22,6,6.429836,23,6.385999999999999,16,85~90mph,36.0,87.33823529411765,83.85909090909091,4.2272727272727275,0.2727272727272727,0.27955808695652173,0.39912499999999995
407812,2016,v_90_95,6804,189,189,17470.4,189,48,4432.0,751.0,48,24,20.568326,58,18.84,36,90~95mph,36.0,92.43597883597884,92.33333333333333,15.645833333333334,0.5,0.35462631034482756,0.5233333333333333
407812,2016,v_ge95,2592,72,72,6993.599999999999,72,17,1458.3,269.0,17,5,2.922,14,3.5539999999999994,10,95mph 이상,36.0,97.13333333333333,85.78235294117647,15.823529411764707,0.29411764705882354,0.2087142857142857,0.35539999999999994
407812,2017,v_lt85,3589,97,97,7851.900000000001,97,14,1171.4,154.0,14,5,8.138589,21,6.138999999999999,9,85mph 미만,37.0,80.94742268041237,83.67142857142858,11.0,0.35714285714285715,0.3875518571428571,0.682111111111111
407812,2017,v_85_90,2923,79,79,6897.9,79,18,1530.8999999999999,150.0,18,7,8.008982,19,10.0,14,85~90mph,37.0,87.31518987341772,85.05,8.333333333333334,0.3888888888888889,0.4215253684210526,0.7142857142857143
407812,2017,v_90_95,6660,180,180,16721.6,180,52,4175.5,979.0,52,12,16.869982,40,25.137999999999998,31,90~95mph,37.0,92.89777777777778,80.29807692307692,18.826923076923077,0.23076923076923078,0.42174955000000003,0.8109032258064516
407812,2017,v_ge95,2072,56,56,5390.200000000001,56,18,1575.3,250.0,18,7,4.539994,14,6.085999999999999,10,95mph 이상,37.0,96.25357142857145,87.51666666666667,13.88888888888889,0.3888888888888889,0.3242852857142857,0.6085999999999999
407812,2018,v_lt85,418,11,11,867.3,11,3,242.7,12.0,3,1,2.25253,3,1.927,2,85mph 미만,38.0,78.84545454545454,80.89999999999999,4.0,0.3333333333333333,0.7508433333333334,0.9635
407812,2018,v_85_90,304,8,8,703.5,8,2,154.7,97.0,2,0,0.68953,2,0.0,1,85~90mph,38.0,87.9375,77.35,48.5,0.0,0.344765,0.0
407812,2018,v_90_95,1102,29,29,2655.2999999999997,29,4,368.5,70.0,4,2,3.47512,7,0.856,2,90~95mph,38.0,91.56206896551723,92.125,17.5,0.5,0.49644571428571427,0.428
407812,2018,v_ge95,304,8,8,773.6,8,3,240.6,102.0,3,0,0.551,1,0.652,1,95mph 이상,38.0,96.7,80.2,34.0,0.0,0.551,0.652
407822,2015,v_lt85,170,5,5,397.9,5,0,0.0,0.0,0,0,0.0,1,0.0,0,85mph 미만,34.0,79.58,,,,0.0,
407822,2015,v_85_90,170,5,5,439.40000000000003,5,2,181.5,14.0,2,1,0.98,3,1.194,2,85~90mph,34.0,87.88000000000001,90.75,7.0,0.5,0.32666666666666666,0.597
407822,2015,v_90_95,918,27,27,2526.8,27,1,42.9,-3.0,1,0,0.143,3,0.189,1,90~95mph,34.0,93.5851851851852,42.9,-3.0,0.0,0.04766666666666666,0.189
407822,2015,v_ge95,238,7,7,668.0999999999999,7,3,285.8,-57.0,3,2,0.389,4,0.398,3,95mph 이상,34.0,95.44285714285714,95.26666666666667,-19.0,0.6666666666666666,0.09725,0.13266666666666668
407822,2016,v_lt85,350,10,10,807.6,10,3,241.6,-63.0,3,0,0.471,2,0.541,2,85mph 미만,35.0,80.76,80.53333333333333,-21.0,0.0,0.2355,0.2705
407822,2016,v_85_90,490,14,14,1232.6,14,4,282.8,-117.0,4,0,0.164,2,0.19499999999999998,2,85~90mph,35.0,88.04285714285713,70.7,-29.25,0.0,0.082,0.09749999999999999
407822,2016,v_90_95,735,21,21,1939.9,21,3,250.3,-22.0,3,0,2.067521,6,0.775,2,90~95mph,35.0,92.37619047619049,83.43333333333334,-7.333333333333333,0.0,0.34458683333333334,0.3875
407822,2016,v_ge95,35,1,1,95.1,1,1,76.4,24.0,1,0,0.0,0,0.0,0,95mph 이상,35.0,95.1,76.4,24.0,0.0,,
407822,2018,v_lt85,111,3,3,251.10000000000002,3,1,62.7,-41.0,1,0,0.059,1,0.066,1,85mph 미만,37.0,83.7,62.7,-41.0,0.0,0.059,0.066
407822,2018,v_90_95,185,5,5,455.9,5,0,0.0,0.0,0,0,0.68953,1,0.0,0,90~95mph,37.0,91.17999999999999,,,,0.68953,
407862,2015,v_lt85,429,11,11,897.3,11,0,0.0,0.0,0,0,0.0,1,0.0,0,85mph 미만,39.0,81.57272727272726,,,,0.0,
407862,2015,v_85_90,156,4,4,352.3,4,0,0.0,0.0,0,0,0.0,0,0.0,0,85~90mph,39.0,88.075,,,,,
407862,2015,v_90_95,390,10,10,914.4,10,5,479.29999999999995,49.0,5,4,1.959,4,2.625,4,90~95mph,39.0,91.44,95.85999999999999,9.8,0.8,0.48975,0.65625
407862,2015,v_ge95,78,2,2,190.8,2,1,96.4,14.0,1,1,0.733,1,0.945,1,95mph 이상,39.0,95.4,96.4,14.0,1.0,0.733,0.945
407893,2015,v_lt85,5600,160,160,12668.9,160,30,2698.0,572.0,30,12,8.953842999999999,32,12.698,26,85mph 미만,35.0,79.18062499999999,89.93333333333334,19.066666666666666,0.4,0.27980759374999997,0.4883846153846154
407893,2015,v_85_90,2835,81,81,7095.9,81,17,1471.9,145.0,17,5,6.147501999999999,20,3.641,8,85~90mph,35.0,87.6037037037037,86.58235294117648,8.529411764705882,0.29411764705882354,0.30737509999999996,0.455125
407893,2015,v_90_95,6090,174,174,16079.900000000001,174,45,4034.8,449.0,45,16,20.135372,50,26.462,39,90~95mph,35.0,92.4132183908046,89.66222222222223,9.977777777777778,0.35555555555555557,0.40270744,0.6785128205128205
407893,2015,v_ge95,1855,53,53,5117.0,53,12,1095.6,297.0,12,6,6.682686,14,5.435,8,95mph 이상,35.0,96.54716981132076,91.3,24.75,0.5,0.47733471428571433,0.679375
407893,2016,v_lt85,3996,111,111,8855.3,111,17,1511.6999999999998,418.0,17,7,6.903612,20,10.517,12,85mph 미만,36.0,79.77747747747748,88.92352941176469,24.58823529411765,0.4117647058823529,0.3451806,0.8764166666666666
407893,2016,v_85_90,3996,111,111,9739.0,111,27,2356.2000000000003,223.0,27,11,8.76006,35,7.425000000000001,18,85~90mph,36.0,87.73873873873873,87.26666666666668,8.25925925925926,0.4074074074074074,0.25028742857142855,0.41250000000000003
407893,2016,v_90_95,5220,145,145,13410.2,145,42,3692.3,894.0,42,15,13.741192999999999,39,13.123,25,90~95mph,36.0,92.48413793103448,87.91190476190476,21.285714285714285,0.35714285714285715,0.35233828205128204,0.5249199999999999
407893,2016,v_ge95,1908,53,53,5110.2,53,12,1035.6,299.0,12,3,2.937612,12,3.523,6,95mph 이상,36.0,96.4188679245283,86.3,24.916666666666668,0.25,0.24480100000000002,0.5871666666666667
407908,2016,v_90_95,40,1,1,91.2,1,0,0.0,0.0,0,0,0.0,1,0.0,0,90~95mph,40.0,91.2,,,,0.0,
407908,2016,v_ge95,160,4,4,398.7,4,1,72.7,57.0,1,0,0.0,0,0.0,0,95mph 이상,40.0,99.675,72.7,57.0,0.0,,
408042,2015,v_lt85,72,2,2,154.5,2,0,0.0,0.0,0,0,0.0,0,0.0,0,85mph 미만,36.0,77.25,,,,,
408042,2015,v_90_95,72,2,2,184.8,2,2,129.5,85.0,2,0,0.043,2,0.06,2,90~95mph,36.0,92.4,64.75,42.5,0.0,0.0215,0.03
408045,2015,v_lt85,4128,129,129,10465.7,129,32,2824.4,240.0,32,10,14.579686,34,17.636,28,85mph 미만,32.0,81.12945736434109,88.2625,7.5,0.3125,0.4288142941176471,0.6298571428571428
408045,2015,v_85_90,4512,141,141,12331.9,141,28,2536.2,337.0,28,13,11.062529,37,12.747,24,85~90mph,32.0,87.46028368794326,90.57857142857142,12.035714285714286,0.4642857142857143,0.2989872702702703,0.531125
408045,2015,v_90_95,8032,251,251,23279.0,251,47,4162.6,437.0,47,15,20.415901,49,22.512,37,90~95mph,32.0,92.74501992031873,88.56595744680853,9.297872340425531,0.3191489361702128,0.4166510408163266,0.6084324324324324
408045,2015,v_ge95,3168,99,99,9577.5,99,26,2318.8,116.0,26,8,7.061843,25,6.576,18,95mph 이상,32.0,96.74242424242425,89.1846153846154,4.461538461538462,0.3076923076923077,0.28247372,0.3653333333333333
408045,2016,v_lt85,4290,130,130,10447.3,130,25,2198.3,218.0,25,10,10.331,29,15.539,23,85mph 미만,33.0,80.36384615384615,87.932,8.72,0.4,0.35624137931034483,0.6756086956521739
408045,2016,v_85_90,5676,172,172,15077.599999999999,172,41,3676.4,565.0,41,15,14.340448,43,16.222,30,85~90mph,33.0,87.66046511627906,89.66829268292683,13.78048780487805,0.36585365853658536,0.3334987906976744,0.5407333333333334
408045,2016,v_90_95,7821,237,237,21927.1,237,48,4189.2,645.0,48,15,18.469508,49,18.164,32,90~95mph,33.0,92.51940928270042,87.27499999999999,13.4375,0.3125,0.37692873469387755,0.567625
408045,2016,v_ge95,2508,76,76,7312.299999999999,76,21,1842.0,497.0,21,8,9.601672,20,7.631,10,95mph 이상,33.0,96.21447368421052,87.71428571428571,23.666666666666668,0.38095238095238093,0.48008360000000005,0.7631
408045,2017,v_lt85,3706,109,109,8831.0,109,31,2588.1000000000004,8.0,31,8,7.234988,29,8.109,22,85mph 미만,34.0,81.01834862385321,83.48709677419356,0.25806451612903225,0.25806451612903225,0.24948234482758622,0.3685909090909091
408045,2017,v_85_90,4590,135,135,11837.599999999999,135,33,2782.9,448.0,33,7,11.313601,29,12.995,18,85~90mph,34.0,87.68592592592591,84.33030303030303,13.575757575757576,0.21212121212121213,0.3901241724137931,0.7219444444444444
408045,2017,v_90_95,8092,238,238,22017.0,238,59,4953.2,844.0,59,19,21.617577,51,22.232,38,90~95mph,34.0,92.50840336134453,83.95254237288135,14.305084745762711,0.3220338983050847,0.4238740588235294,0.5850526315789474
408045,2017,v_ge95,2822,83,83,7996.8,83,20,1823.6,411.0,20,10,12.57297,20,15.934000000000001,13,95mph 이상,34.0,96.34698795180724,91.17999999999999,20.55,0.5,0.6286484999999999,1.2256923076923079
408045,2018,v_lt85,3430,98,98,7916.0,98,26,2232.3,218.0,26,7,8.294,29,10.562,20,85mph 미만,35.0,80.77551020408163,85.85769230769232,8.384615384615385,0.2692307692307692,0.28600000000000003,0.5281
408045,2018,v_85_90,3815,109,109,9588.2,109,31,2664.8,475.0,31,10,9.78853,27,14.019,21,85~90mph,35.0,87.96513761467891,85.96129032258065,15.32258064516129,0.3225806451612903,0.36253814814814816,0.6675714285714286
408045,2018,v_90_95,9975,285,285,26368.0,285,70,6310.6,855.0,70,30,27.58877,67,31.610999999999997,52,90~95mph,35.0,92.51929824561404,90.15142857142858,12.214285714285714,0.42857142857142855,0.4117726865671642,0.6079038461538461
408045,2018,v_ge95,2065,59,59,5662.0,59,20,1784.0,272.0,20,7,5.92553,17,7.5009999999999994,15,95mph 이상,35.0,95.96610169491525,89.2,13.6,0.35,0.3485605882352941,0.5000666666666667
408047,2015,v_lt85,1768,52,52,4220.8,52,9,812.2,118.0,9,4,4.088,10,7.207999999999999,8,85mph 미만,34.0,81.16923076923078,90.24444444444445,13.11111111111111,0.4444444444444444,0.4088,0.9009999999999999
408047,2015,v_85_90,1292,38,38,3319.7,38,11,891.6,53.0,11,3,1.3,13,1.58,10,85~90mph,34.0,87.36052631578947,81.05454545454546,4.818181818181818,0.2727272727272727,0.1,0.158
408047,2015,v_90_95,2278,67,67,6175.3,67,20,1765.5,450.0,20,6,6.617686,21,6.814,17,90~95mph,34.0,92.16865671641791,88.275,22.5,0.3,0.3151279047619048,0.4008235294117647
408047,2015,v_ge95,782,23,23,2214.9,23,7,677.5999999999999,34.0,7,5,2.7969999999999997,7,4.4079999999999995,6,95mph 이상,34.0,96.3,96.79999999999998,4.857142857142857,0.7142857142857143,0.3995714285714285,0.7346666666666666
408047,2016,v_lt85,945,27,27,2164.1,27,7,613.0999999999999,83.0,7,1,2.551,8,3.219,5,85mph 미만,35.0,80.15185185185184,87.58571428571427,11.857142857142858,0.14285714285714285,0.318875,0.6437999999999999
408047,2016,v_85_90,1365,39,39,3385.3,39,12,1018.0,340.0,12,3,3.854612,11,4.651,8,85~90mph,35.0,86.8025641025641,84.83333333333333,28.333333333333332,0.25,0.35041927272727275,0.581375
408047,2016,v_90_95,1750,50,50,4634.7,50,12,1015.3,273.0,12,5,3.159612,9,2.959,6,90~95mph,35.0,92.694,84.60833333333333,22.75,0.4166666666666667,0.351068,0.4931666666666667
408047,2016,v_ge95,1645,47,47,4562.1,47,16,1319.1999999999998,336.0,16,4,4.364,12,6.713000000000001,9,95mph 이상,35.0,97.06595744680853,82.44999999999999,21.0,0.25,0.36366666666666664,0.745888888888889
408234,2015,v_lt85,2272,71,71,5626.5,71,18,1548.1,189.0,18,3,4.546686,17,3.8200000000000003,12,85mph 미만,32.0,79.24647887323944,86.00555555555555,10.5,0.16666666666666666,0.26745211764705884,0.31833333333333336
408234,2015,v_85_90,2400,75,75,6566.4,75,16,1535.9,228.0,16,10,8.185686,19,10.384,13,85~90mph,32.0,87.55199999999999,95.99375,14.25,0.625,0.43082557894736845,0.7987692307692308
408234,2015,v_90_95,5344,167,167,15456.9,167,37,3475.4,706.0,37,18,15.925187999999999,39,15.896999999999998,30,90~95mph,32.0,92.5562874251497,93.92972972972973,19.08108108108108,0.4864864864864865,0.4083381538461538,0.5298999999999999
408234,2015,v_ge95,1920,60,60,5771.3,60,16,1547.0,199.0,16,10,7.619529,18,7.909000000000001,13,95mph 이상,32.0,96.18833333333333,96.6875,12.4375,0.625,0.4233071666666667,0.6083846153846154
408234,2016,v_lt85,5412,164,164,13113.0,164,41,3638.2,642.0,41,22,17.007836,42,22.434,28,85mph 미만,33.0,79.95731707317073,88.73658536585366,15.658536585365853,0.5365853658536586,0.4049484761904762,0.8012142857142858
408234,2016,v_85_90,5379,163,163,14254.0,163,50,4371.1,499.0,50,21,17.341448,42,20.618,34,85~90mph,33.0,87.4478527607362,87.42200000000001,9.98,0.42,0.41289161904761906,0.6064117647058823
408234,2016,v_90_95,6897,209,209,19405.4,209,63,5213.1,1283.0,63,14,20.118672,49,25.515,36,90~95mph,33.0,92.8488038277512,82.74761904761905,20.365079365079364,0.2222222222222222,0.41058514285714287,0.70875
408234,2016,v_ge95,3828,116,116,11204.900000000001,116,36,3054.9,699.0,36,11,6.815612,24,9.322,14,95mph 이상,33.0,96.59396551724139,84.85833333333333,19.416666666666668,0.3055555555555556,0.2839838333333333,0.6658571428571428
408234,2017,v_lt85,3774,111,111,8844.9,111,25,2260.7,471.0,25,13,12.523982,26,17.79,19,85mph 미만,34.0,79.68378378378378,90.428,18.84,0.52,0.4816916153846154,0.9363157894736842
408234,2017,v_85_90,3604,106,106,9276.5,106,26,2181.3,280.0,26,5,4.739993999999999,21,5.7,14,85~90mph,34.0,87.51415094339623,83.89615384615385,10.76923076923077,0.19230769230769232,0.22571399999999997,0.40714285714285714
408234,2017,v_90_95,4998,147,147,13612.0,147,51,4503.0,1088.0,51,22,19.39697,41,22.656,25,90~95mph,34.0,92.59863945578232,88.29411764705883,21.333333333333332,0.43137254901960786,0.47309682926829266,0.9062399999999999
408234,2017,v_ge95,2448,72,72,6942.1,72,23,1847.0,322.0,23,3,3.904988,17,2.895,10,95mph 이상,34.0,96.41805555555555,80.30434782608695,14.0,0.13043478260869565,0.22970517647058822,0.2895
408234,2018,v_lt85,1540,44,44,3606.8999999999996,44,13,1101.0,186.0,13,2,3.1390599999999997,13,2.186,8,85mph 미만,35.0,81.975,84.6923076923077,14.307692307692308,0.15384615384615385,0.24146615384615383,0.27325
408234,2018,v_85_90,1365,39,39,3418.3,39,10,931.1,164.0,10,6,4.15,10,5.378,9,85~90mph,35.0,87.64871794871796,93.11,16.4,0.6,0.41500000000000004,0.5975555555555556
408234,2018,v_90_95,2905,83,83,7686.2,83,22,1903.8,469.0,22,6,6.40006,17,6.462,11,90~95mph,35.0,92.60481927710843,86.53636363636363,21.318181818181817,0.2727272727272727,0.3764741176470588,0.5874545454545455
408234,2018,v_ge95,1260,36,36,3476.3,36,12,1135.7,398.0,12,8,4.595999999999999,9,7.678999999999999,7,95mph 이상,35.0,96.5638888888889,94.64166666666667,33.166666666666664,0.6666666666666666,0.5106666666666666,1.097
408234,2019,v_lt85,4320,120,120,9785.2,120,36,3219.9,453.0,36,13,12.442590000000001,38,15.979000000000001,30,85mph 미만,36.0,81.54333333333334,89.44166666666666,12.583333333333334,0.3611111111111111,0.32743657894736844,0.5326333333333334
408234,2019,v_85_90,3348,93,93,8122.0,93,29,2364.1,315.0,29,8,6.38159,22,7.281,15,85~90mph,36.0,87.33333333333333,81.5206896551724,10.862068965517242,0.27586206896551724,0.2900722727272727,0.4854
408234,2019,v_90_95,4896,136,136,12611.300000000001,136,52,4514.4,1113.0,52,16,18.462806,41,24.995,34,90~95mph,36.0,92.73014705882353,86.8153846153846,21.403846153846153,0.3076923076923077,0.45031234146341464,0.7351470588235295
408234,2019,v_ge95,2700,75,75,7228.9,75,25,2199.0,526.0,25,6,6.467295,24,8.359,16,95mph 이상,36.0,96.38533333333334,87.96,21.04,0.24,0.269470625,0.5224375
408234,2021,v_lt85,4104,108,108,8771.2,108,32,2716.3999999999996,342.0,32,12,8.860041142857142,30,11.442,20,85mph 미만,38.0,81.21481481481482,84.88749999999999,10.6875,0.375,0.2953347047619047,0.5721
408234,2021,v_85_90,6118,161,161,14063.2,161,47,3888.3,553.0,47,10,11.987719666666667,42,7.962,27,85~90mph,38.0,87.34906832298137,82.72978723404256,11.76595744680851,0.2127659574468085,0.2854218968253968,0.29488888888888887
408234,2021,v_90_95,6764,178,178,16476.8,178,65,5349.6,1583.0,65,16,16.15742492689457,39,20.372,27,90~95mph,38.0,92.56629213483146,82.30153846153847,24.353846153846153,0.24615384615384617,0.4142929468434505,0.7545185185185185
408234,2021,v_ge95,2660,70,70,6744.8,70,28,2366.0,744.0,28,5,3.768717,16,4.288,10,95mph 이상,38.0,96.35428571428572,84.5,26.571428571428573,0.17857142857142858,0.2355448125,0.4288
408234,2022,v_lt85,3471,89,89,7272.200000000001,89,28,2319.2,216.0,28,7,6.620009569377991,24,9.837,18,85mph 미만,39.0,81.71011235955056,82.82857142857142,7.714285714285714,0.25,0.2758337320574163,0.5465
408234,2022,v_85_90,2925,75,75,6539.0,75,21,1821.9,174.0,21,7,7.347575089217297,25,8.572000000000001,15,85~90mph,39.0,87.18666666666667,86.75714285714287,8.285714285714286,0.3333333333333333,0.29390300356869187,0.5714666666666667
408234,2022,v_90_95,6201,159,159,14758.5,159,51,4308.099999999999,1092.0,51,9,6.841452833333333,35,6.7509999999999994,19,90~95mph,39.0,92.82075471698113,84.47254901960783,21.41176470588235,0.17647058823529413,0.19547008095238094,0.3553157894736842
408234,2022,v_ge95,2184,56,56,5393.8,56,31,2486.0,486.0,31,5,6.343744,20,6.865,16,95mph 이상,39.0,96.31785714285715,80.19354838709677,15.67741935483871,0.16129032258064516,0.3171872,0.4290625
408234,2023,v_lt85,2360,59,59,4768.2,59,19,1518.6,84.0,19,5,3.4749999999999996,13,4.692,10,85mph 미만,40.0,80.81694915254236,79.92631578947368,4.421052631578948,0.2631578947368421,0.2673076923076923,0.4692
408234,2023,v_85_90,1640,41,41,3593.7,41,9,741.0,188.0,9,1,2.773569666666667,7,2.74,5,85~90mph,40.0,87.65121951219511,82.33333333333333,20.88888888888889,0.1111111111111111,0.39622423809523816,0.548
408234,2023,v_90_95,5400,135,135,12514.9,135,57,4860.0,417.0,57,14,15.081951798798798,42,17.776,34,90~95mph,40.0,92.70296296296296,85.26315789473684,7.315789473684211,0.24561403508771928,0.35909409044759044,0.5228235294117647
408234,2023,v_ge95,2280,57,57,5527.6,57,28,2355.2000000000003,448.0,28,4,4.856635787234042,17,5.389,13,95mph 이상,40.0,96.97543859649123,84.11428571428573,16.0,0.14285714285714285,0.28568445807259074,0.4145384615384616
408236,2015,v_lt85,4389,133,133,10595.9,133,27,2348.7,420.0,27,10,12.060529,34,13.048,20,85mph 미만,33.0,79.66842105263157,86.98888888888888,15.555555555555555,0.37037037037037035,0.3547214411764706,0.6524
408236,2015,v_85_90,4521,137,137,12017.8,137,25,2225.4,336.0,25,8,13.278215000000001,33,15.004999999999999,23,85~90mph,33.0,87.72116788321168,89.016,13.44,0.32,0.40237015151515154,0.652391304347826
408236,2015,v_90_95,7788,236,236,21876.0,236,50,4485.1,1054.0,50,22,25.146501999999998,53,33.61,42,90~95mph,33.0,92.69491525423729,89.70200000000001,21.08,0.44,0.4744623018867924,0.8002380952380952
408236,2015,v_ge95,3333,101,101,9742.2,101,22,2007.1,364.0,22,10,13.506345,25,14.096,15,95mph 이상,33.0,96.45742574257426,91.23181818181818,16.545454545454547,0.45454545454545453,0.5402538,0.9397333333333333
408236,2016,v_lt85,4658,137,137,10923.1,137,31,2557.7999999999997,431.0,31,8,8.857224,28,10.658,20,85mph 미만,34.0,79.73065693430657,82.50967741935483,13.903225806451612,0.25806451612903225,0.3163294285714286,0.5328999999999999
408236,2016,v_85_90,4658,137,137,12000.599999999999,137,38,3287.4,220.0,38,12,14.523612,40,19.662,31,85~90mph,34.0,87.5956204379562,86.51052631578948,5.7894736842105265,0.3157894736842105,0.3630903,0.634258064516129
408236,2016,v_90_95,8092,238,238,22061.100000000002,238,76,6629.7,928.0,76,24,28.633029,63,29.728,52,90~95mph,34.0,92.69369747899161,87.2328947368421,12.210526315789474,0.3157894736842105,0.4544925238095238,0.5716923076923077
408236,2016,v_ge95,2720,80,80,7709.1,80,24,2019.4,321.0,24,3,8.177448,25,7.196,17,95mph 이상,34.0,96.36375000000001,84.14166666666667,13.375,0.125,0.32709792,0.4232941176470588
408236,2017,v_lt85,2205,63,63,5073.8,63,16,1261.7,132.0,16,3,4.1259939999999995,16,4.535,12,85mph 미만,35.0,80.53650793650795,78.85625,8.25,0.1875,0.25787462499999997,0.3779166666666667
408236,2017,v_85_90,1085,31,31,2724.4,31,13,1094.4,72.0,13,2,3.0749880000000003,10,2.271,6,85~90mph,35.0,87.88387096774194,84.1846153846154,5.538461538461538,0.15384615384615385,0.3074988,0.3785
408236,2017,v_90_95,2485,71,71,6569.3,71,21,1830.1000000000001,319.0,21,9,5.986999999999999,16,9.208,15,90~95mph,35.0,92.52535211267606,87.14761904761906,15.19047619047619,0.42857142857142855,0.37418749999999995,0.6138666666666667
408236,2017,v_ge95,1295,37,37,3564.3,37,12,965.6,-9.0,12,1,4.737982,9,3.299,6,95mph 이상,35.0,96.33243243243244,80.46666666666667,-0.75,0.08333333333333333,0.5264424444444444,0.5498333333333333
408236,2018,v_lt85,2232,62,62,4936.1,62,20,1700.1,163.0,20,7,4.932,15,6.98,14,85mph 미만,36.0,79.61451612903227,85.005,8.15,0.35,0.32880000000000004,0.4985714285714286
408236,2018,v_85_90,1764,49,49,4296.0,49,16,1305.2,228.0,16,3,4.275,12,7.1579999999999995,10,85~90mph,36.0,87.6734693877551,81.575,14.25,0.1875,0.35625,0.7158
408236,2018,v_90_95,2952,82,82,7554.099999999999,82,24,2034.2,274.0,24,7,7.49265,21,5.717,16,90~95mph,36.0,92.1231707317073,84.75833333333334,11.416666666666666,0.2916666666666667,0.35679285714285713,0.3573125
408236,2018,v_ge95,756,21,21,2020.1,21,11,982.0,286.0,11,6,4.95,7,7.923,7,95mph 이상,36.0,96.1952380952381,89.27272727272727,26.0,0.5454545454545454,0.7071428571428572,1.131857142857143
408241,2015,v_lt85,34,1,1,81.0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,85mph 미만,34.0,81.0,,,,,
408241,2015,v_85_90,238,7,7,610.6999999999999,7,1,68.0,-32.0,1,0,0.0,1,0.0,0,85~90mph,34.0,87.24285714285713,68.0,-32.0,0.0,0.0,
408241,2015,v_90_95,646,19,19,1770.1,19,3,273.9,-2.0,3,2,1.465,4,2.133,3,90~95mph,34.0,93.16315789473684,91.3,-0.6666666666666666,0.6666666666666666,0.36625,0.711
408241,2015,v_ge95,374,11,11,1061.5,11,1,75.6,18.0,1,0,0.902,3,1.054,1,95mph 이상,34.0,96.5,75.6,18.0,0.0,0.3006666666666667,1.054
408241,2016,v_lt85,210,6,6,492.2,6,0,0.0,0.0,0,0,0.0,0,0.0,0,85mph 미만,35.0,82.03333333333333,,,,,
408241,2016,v_85_90,350,10,10,872.6,10,2,161.7,84.0,2,0,0.181,3,0.262,1,85~90mph,35.0,87.26,80.85,42.0,0.0,0.06033333333333333,0.262
408241,2016,v_90_95,455,13,13,1207.3,13,2,169.2,30.0,2,0,1.6800000000000002,3,2.023,2,90~95mph,35.0,92.86923076923077,84.6,15.0,0.0,0.56,1.0115
408241,2016,v_ge95,210,6,6,579.4,6,1,86.7,28.0,1,0,0.0,2,0.0,0,95mph 이상,35.0,96.56666666666666,86.7,28.0,0.0,0.0,
408252,2015,v_lt85,4862,143,143,11685.2,143,38,3160.0,649.0,38,6,10.668686000000001,42,12.006,34,85mph 미만,34.0,81.71468531468533,83.15789473684211,17.07894736842105,0.15789473684210525,0.25401633333333334,0.35311764705882354
408252,2015,v_85_90,3944,116,116,10131.2,116,21,1754.3,406.0,21,2,7.845973,28,8.145999999999999,21,85~90mph,34.0,87.33793103448276,83.53809523809524,19.333333333333332,0.09523809523809523,0.2802133214285714,0.38790476190476186
