pitcher,yearID,age_pit,pitch_count,avg_release_speed,avg_effective_speed,avg_release_spin_rate,avg_release_extension,fastball_pitch_count,fastball_usage_rate,fastball_avg_speed,fastball_avg_effective_speed,fastball_avg_spin,fastball_avg_extension,breaking1_pitch_type,breaking1_pitch_name,breaking1_pitch_count,breaking1_usage_rate,breaking1_avg_speed,breaking1_avg_effective_speed,breaking1_avg_spin,breaking1_avg_extension,breaking2_pitch_type,breaking2_pitch_name,breaking2_pitch_count,breaking2_usage_rate,breaking2_avg_speed,breaking2_avg_effective_speed,breaking2_avg_spin,breaking2_avg_extension
234194,2015,76.0,37,90.08108108108108,89.19189189189188,2255.945945945946,6.008108108108108,33.0,0.8918918918918919,90.51515151515152,89.67272727272727,2278.909090909091,6.042424242424243,SL,Slider,4.0,0.10810810810810811,86.5,85.225,2066.5,5.7250000000000005,,,,,,,,
276351,2015,156.0,187,90.97914438502673,90.12150537634407,2302.3216374269005,5.994086021505376,127.0,0.679144385026738,94.64251968503937,93.8763779527559,2379.6031746031745,6.169291338582677,SL,Slider,59.0,0.3155080213903743,83.16949152542372,81.97758620689655,2082.0454545454545,5.608620689655171,,,,,,,,
276351,2016,240.0,227,88.58766519823789,87.74933920704846,2410.904522613065,5.955506607929516,141.0,0.6211453744493393,92.98652482269503,92.47234042553191,2344.035714285714,6.212056737588652,SL,Slider,82.0,0.36123348017621143,81.20365853658537,79.79024390243903,2600.3818181818183,5.498780487804877,,,,,,,,
276351,2017,246.0,245,88.84180327868853,88.23770491803279,2445.7916666666665,6.0831967213114755,154.0,0.6285714285714286,92.95714285714286,92.66038961038961,2371.116883116883,6.324675324675325,SL,Slider,81.0,0.3306122448979592,81.34691358024692,80.12469135802469,2639.2987012987014,5.59753086419753,,,,,,,,
276514,2015,74.0,66,89.45454545454545,89.29242424242423,2122.8709677419356,6.3606060606060595,54.0,0.8181818181818182,91.21851851851851,91.11296296296297,2247.8518518518517,6.401851851851852,CU,Curveball,4.0,0.06060606060606061,78.8,79.07499999999999,2251.0,6.425,,,,,,,,
276520,2017,120.0,358,77.7928774928775,76.52108262108263,2107.108262108262,5.461253561253561,151.0,0.42178770949720673,84.2907284768212,83.58079470198676,2017.2384105960266,5.862913907284768,CU,Curveball,103.0,0.2877094972067039,71.6873786407767,69.9631067961165,2311.78640776699,5.136893203883496,SL,Slider,64.0,0.1787709497206704,73.2515625,71.4875,2286.328125,5.1140625
276542,2015,228.0,281,89.43416370106762,89.01003717472118,1976.0648854961833,6.0130111524163565,130.0,0.4626334519572954,94.7776923076923,93.88253968253969,2312.032,5.987301587301587,SL,Slider,38.0,0.13523131672597866,87.52631578947368,87.65428571428572,2310.9655172413795,6.074285714285715,,,,,,,,
276542,2016,195.0,197,90.67208121827412,89.70456852791878,1999.1191709844559,5.99238578680203,108.0,0.5482233502538071,94.81759259259259,93.7074074074074,2213.6018518518517,6.006481481481482,SL,Slider,34.0,0.17258883248730963,87.18235294117646,86.62058823529412,2410.6,6.055882352941176,,,,,,,,
276542,2017,200.0,191,90.52722513089006,89.69685863874345,1982.9421052631578,6.017801047120419,105.0,0.5497382198952879,94.75333333333333,93.90857142857142,2231.2190476190476,6.1,SL,Slider,25.0,0.13089005235602094,87.476,86.71600000000001,2425.3333333333335,5.976,,,,,,,,
279571,2015,105.0,90,88.23444444444445,89.10666666666665,1969.5977011494253,6.9622222222222225,53.0,0.5888888888888889,91.40188679245283,92.40754716981132,1992.5471698113208,7.058490566037737,SL,Slider,25.0,0.2777777777777778,86.148,87.15599999999999,1808.590909090909,6.992000000000001,CU,Curveball,8.0,0.08888888888888889,74.5625,74.2375,2271.625,6.2875
279571,2016,108.0,155,87.78967741935483,88.64675324675325,2090.46357615894,6.921428571428572,91.0,0.5870967741935483,91.189010989011,92.27444444444446,2055.322222222222,7.038888888888889,SL,Slider,41.0,0.2645161290322581,86.68780487804878,87.45121951219512,2103.657894736842,6.86829268292683,CU,Curveball,16.0,0.1032258064516129,74.8125,75.1125,2429.0,6.63125
279571,2017,222.0,227,86.99865470852018,87.84529147982063,2102.3031674208146,6.880717488789238,129.0,0.5682819383259912,90.7658914728682,91.90620155038759,2062.7286821705425,7.0093023255813955,SL,Slider,64.0,0.28193832599118945,85.3890625,85.9515625,2027.774193548387,6.7859375,CU,Curveball,28.0,0.12334801762114538,73.43214285714285,73.63214285714285,2499.1071428571427,6.5249999999999995
279571,2018,228.0,124,86.85583333333332,87.58833333333334,2092.116666666667,6.735,66.0,0.532258064516129,89.92272727272727,90.95151515151515,2029.5,6.896969696969697,SL,Slider,43.0,0.3467741935483871,85.40697674418605,85.93953488372092,2108.4651162790697,6.606976744186047,CU,Curveball,10.0,0.08064516129032258,73.01,72.67,2507.9,6.24
279824,2015,216.0,583,81.52092624356774,81.07839721254355,1922.4050632911392,6.2318815331010455,416.0,0.7135506003430532,83.42427884615384,83.00825242718447,1987.1399491094148,6.276699029126213,CU,Curveball,49.0,0.08404802744425385,72.49591836734695,71.26382978723404,2125.0,5.727659574468085,,,,,,,,
282332,2015,210.0,660,87.06712121212122,87.61350531107739,2015.4192,6.899848254931714,419.0,0.6348484848484849,90.38329355608592,91.09976076555023,2074.7250608272507,6.97488038277512,SL,Slider,156.0,0.23636363636363636,79.86346153846155,79.70641025641027,1841.4186046511627,6.57051282051282,,,,,,,,
282332,2016,216.0,776,85.6701030927835,86.56198453608248,2057.912462908012,6.783247422680413,517.0,0.6662371134020618,88.25551257253385,89.31644100580272,2092.8339920948615,6.8357833655706,SL,Slider,170.0,0.2190721649484536,79.63117647058823,79.77941176470588,1959.313253012048,6.504117647058824,,,,,,,,
282332,2017,222.0,478,85.93933054393305,86.42364016736401,2111.963440860215,6.647489539748954,255.0,0.5334728033472803,90.33843137254901,91.01372549019608,2105.627450980392,6.740784313725491,SL,Slider,161.0,0.3368200836820084,79.65093167701863,79.5664596273292,2235.310810810811,6.352173913043479,,,,,,,,
282332,2018,228.0,806,85.69975186104219,86.38746898263028,2163.374841168996,6.606327543424317,457.0,0.5669975186104218,89.49496717724288,90.44485776805253,2169.757111597374,6.684463894967178,SL,Slider,268.0,0.3325062034739454,79.93507462686567,79.97388059701493,2245.028112449799,6.342910447761194,,,,,,,,
282332,2019,117.0,218,84.16422018348624,84.85917431192661,2108.9953488372093,6.56651376146789,109.0,0.5,88.19266055045871,89.04495412844037,2142.6880733944954,6.594495412844037,SL,Slider,69.0,0.3165137614678899,78.89420289855072,78.94492753623189,2200.621212121212,6.310144927536231,,,,,,,,
285064,2015,228.0,727,86.7878954607978,86.8095966620306,1988.5935754189943,6.312222222222222,382.0,0.5254470426409904,91.21544502617802,91.51352785145889,2049.9338624338625,6.527777777777778,CU,Curveball,165.0,0.22696011004126548,76.6860606060606,76.0239263803681,1918.1490683229813,5.757055214723926,SL,Slider,118.0,0.1623108665749656,88.21949152542372,88.44871794871794,2004.182608695652,6.352991452991453
285064,2016,156.0,242,87.3409090909091,87.55578512396694,1938.4159663865546,6.516115702479338,124.0,0.512396694214876,90.6774193548387,91.09516129032258,1973.5409836065573,6.664516129032258,SL,Slider,57.0,0.23553719008264462,87.6140350877193,88.1140350877193,1931.5892857142858,6.612280701754385,CU,Curveball,29.0,0.11983471074380166,75.95172413793104,75.21724137931035,1915.7142857142858,5.793103448275862
285079,2015,246.0,608,76.9986842105263,75.4782244556114,1708.1825396825398,5.579564489112228,73.0,0.12006578947368421,82.29315068493152,80.9027397260274,1787.515625,5.660273972602741,,,,,,,,,,,,,,,,
285079,2016,252.0,731,76.83816689466484,75.08255494505494,1752.9253731343283,5.36923076923077,87.0,0.11901504787961696,82.90459770114943,81.4546511627907,1862.825,5.484883720930233,,,,,,,,,,,,,,,,
285079,2017,258.0,798,78.14577553593946,76.74627994955863,1706.0670391061453,5.4837326607818415,130.0,0.16290726817042606,83.55615384615385,82.65461538461537,1838.53125,5.623846153846154,,,,,,,,,,,,,,,,
329092,2015,240.0,83,80.62530120481927,79.21084337349397,1932.2207792207791,5.434939759036145,50.0,0.6024096385542169,84.59,83.22,1774.24,5.553999999999999,SL,Slider,33.0,0.39759036144578314,74.61818181818182,73.13636363636364,2224.777777777778,5.254545454545455,,,,,,,,
346793,2015,180.0,130,87.24307692307693,85.87894736842105,2068.473214285714,5.420175438596491,91.0,0.7,91.08021978021978,89.8170731707317,1989.075,5.653658536585366,CU,Curveball,29.0,0.2230769230769231,75.31379310344828,72.6375,2568.7083333333335,4.6125,,,,,,,,
346797,2015,38.0,33,88.39090909090909,88.25757575757575,2219.4242424242425,6.421212121212122,20.0,0.6060606060606061,89.97,89.85499999999999,2308.0,6.5200000000000005,SL,Slider,12.0,0.36363636363636365,85.61666666666667,85.47500000000001,2076.8333333333335,6.25,,,,,,,,
346798,2015,222.0,601,85.17420965058236,83.88473967684021,1972.7565055762082,5.450089766606823,263.0,0.43760399334442596,89.86768060836502,88.52254098360656,2138.2821576763486,5.590163934426229,SL,Slider,168.0,0.2795341098169717,84.25714285714285,82.95527950310559,2001.4496644295302,5.36832298136646,CU,Curveball,41.0,0.06821963394342762,75.49756097560976,73.64848484848486,2200.242424242424,4.957575757575757
346798,2016,38.0,109,83.29174311926604,82.49357798165137,2021.8440366972477,5.460550458715597,68.0,0.6238532110091743,86.44264705882354,85.7985294117647,2018.0588235294117,5.627941176470588,SL,Slider,17.0,0.1559633027522936,82.43529411764706,81.5,2365.8823529411766,5.211764705882352,CU,Curveball,8.0,0.07339449541284404,72.775,71.0875,2582.625,4.6625
346847,2015,190.0,190,85.6921052631579,84.67460317460318,2061.179775280899,6.0396825396825395,142.0,0.7473684210526316,87.62676056338029,86.71985815602837,2112.2340425531916,6.146808510638297,SL,Slider,29.0,0.15263157894736842,80.13448275862069,78.82068965517242,1876.7777777777778,5.665517241379311,CU,Curveball,3.0,0.015789473684210527,72.56666666666666,71.89999999999999,1775.3333333333333,5.8999999999999995
407793,2015,222.0,749,89.1692513368984,89.16729222520108,2153.141975308642,6.31058981233244,659.0,0.8798397863818425,90.54871016691958,90.63287671232877,2161.5425531914893,6.382496194824962,CU,Curveball,66.0,0.08811748998664887,78.48333333333333,77.60454545454544,2162.590163934426,5.636363636363637,,,,,,,,
407793,2016,228.0,774,88.2532299741602,88.22931258106355,2252.355322338831,6.342023346303502,612.0,0.7906976744186046,90.03823529411764,90.1223316912972,2267.4990291262134,6.420197044334976,CU,Curveball,103.0,0.1330749354005168,78.83592233009708,78.0757281553398,2365.191489361702,5.741747572815534,,,,,,,,
407793,2017,234.0,675,86.35029850746268,86.50326264274062,2163.133768352365,6.140149253731343,593.0,0.8785185185185185,87.19510961214165,87.52718808193669,2181.052141527002,6.170489038785835,CU,Curveball,47.0,0.06962962962962962,77.51914893617021,76.37608695652175,2282.108695652174,5.529787234042553,,,,,,,,
407819,2015,234.0,126,91.56428571428572,90.82903225806452,2016.837606837607,6.087903225806452,104.0,0.8253968253968254,93.31826923076923,92.44660194174757,2030.1764705882354,6.092233009708738,SL,Slider,18.0,0.14285714285714285,84.11666666666666,83.63888888888889,1916.9166666666667,6.216666666666667,,,,,,,,
