batter,yearID,age_bat,batted_ball_count,avg_launch_speed,avg_launch_angle,hard_hit_rate,avg_estimated_woba,avg_estimated_slg
405395,2015,210.0,135,90.02296296296295,9.940740740740742,0.4074074074074074,0.3190486388888889,0.48964285714285716
405395,2016,216.0,163,87.4319018404908,17.319018404907975,0.3496932515337423,0.36884123489932885,0.6001592920353982
405395,2017,222.0,182,85.29175824175823,17.175824175824175,0.31868131868131866,0.2944513806451613,0.46273015873015877
405395,2018,190.0,187,85.02192513368985,17.454545454545453,0.31016042780748665,0.30362035460992903,0.47275423728813554
405395,2019,273.0,141,86.37375886524823,18.28368794326241,0.3475177304964539,0.3198941951219512,0.4924271844660194
405395,2021,246.0,104,86.52884615384616,12.461538461538462,0.28846153846153844,0.3113900156453881,0.51675
405395,2022,252.0,116,87.36379310344829,13.137931034482758,0.41379310344827586,0.4013581886478741,0.6812203389830509
407781,2015,190.0,96,83.43124999999999,11.010416666666666,0.23958333333333334,0.3152364655172414,0.5869583333333332
407781,2016,78.0,28,79.65714285714286,22.892857142857142,0.17857142857142858,0.24457327272727272,0.46846153846153843
407793,2015,222.0,11,85.80909090909091,-12.0,0.18181818181818182,0.16999127777777778,0.2550909090909091
407793,2016,228.0,14,85.22142857142856,11.714285714285714,0.2857142857142857,0.21564705882352941,0.5443
407793,2017,234.0,11,86.55454545454546,-6.181818181818182,0.2727272727272727,0.15546666666666667,0.395375
407812,2015,105.0,45,84.72444444444444,9.0,0.15555555555555556,0.271079568627451,0.34302777777777776
407812,2016,180.0,114,88.98421052631579,12.578947368421053,0.38596491228070173,0.30515645,0.4537195121951219
407812,2017,185.0,102,82.8735294117647,15.029411764705882,0.30392156862745096,0.3995483723404255,0.740046875
407812,2018,76.0,12,83.875,23.416666666666668,0.25,0.5360138461538462,0.5725
407822,2015,170.0,6,85.03333333333335,-7.666666666666667,0.5,0.13745454545454547,0.29683333333333334
407822,2016,175.0,11,77.37272727272726,-16.181818181818183,0.0,0.2702521,0.25183333333333335
407822,2018,74.0,1,62.7,-41.0,0.0,0.37426499999999996,0.066
407862,2015,39.0,6,95.95,10.5,0.8333333333333334,0.4486666666666667,0.714
407893,2015,175.0,104,89.42596153846154,14.067307692307692,0.375,0.3613741637931035,0.5955061728395061
407893,2016,216.0,98,87.71224489795918,18.714285714285715,0.3673469387755102,0.3051177075471698,0.567016393442623
407908,2016,40.0,1,72.7,57.0,0.0,0.0,
408042,2015,36.0,2,64.75,42.5,0.0,0.0215,0.030000000000000002
408045,2015,192.0,133,89.0375939849624,8.496240601503759,0.3458646616541353,0.3663445448275862,0.555803738317757
408045,2016,198.0,135,88.19185185185185,14.25925925925926,0.35555555555555557,0.3740611914893617,0.6058526315789473
408045,2017,204.0,143,84.94965034965034,11.965034965034965,0.3076923076923077,0.40883051162790696,0.6513186813186813
408045,2018,210.0,147,88.37891156462585,12.380952380952381,0.3673469387755102,0.3685487857142857,0.58975
408047,2015,102.0,47,88.23191489361702,13.936170212765957,0.3829787234042553,0.2902487450980392,0.4880487804878049
408047,2016,70.0,47,84.37446808510639,21.95744680851064,0.2765957446808511,0.34823060000000006,0.6265000000000001
408234,2015,128.0,87,93.17701149425287,15.195402298850574,0.47126436781609193,0.3900762258064516,0.5589705882352942
408234,2016,198.0,190,85.67,16.436842105263157,0.35789473684210527,0.39034119745222934,0.6954374999999999
408234,2017,170.0,125,86.336,17.288,0.344,0.3892351698113207,0.7211911764705882
408234,2018,105.0,57,88.97543859649123,21.350877192982455,0.38596491228070173,0.37316571428571427,0.6201428571428571
408234,2019,252.0,142,86.60140845070423,16.950704225352112,0.3028169014084507,0.350034248,0.5959368421052632
408234,2021,228.0,172,83.25755813953488,18.732558139534884,0.25,0.3210543522552628,0.5245714285714286
408234,2022,195.0,131,83.47480916030536,15.022900763358779,0.21374045801526717,0.26108443742239057,0.47095588235294117
408234,2023,280.0,113,83.84778761061946,10.061946902654867,0.21238938053097345,0.3314830031987279,0.4935
408236,2015,198.0,124,89.24435483870967,17.532258064516128,0.4032258064516129,0.4413213172413793,0.75759
408236,2016,204.0,169,85.76508875739644,11.242603550295858,0.2781065088757396,0.38584175,0.5603666666666667
408236,2017,140.0,62,83.09354838709677,8.290322580645162,0.24193548387096775,0.35148949019607845,0.4952051282051282
408236,2018,108.0,71,84.80985915492958,13.394366197183098,0.323943661971831,0.39363000000000004,0.5910212765957447
408241,2015,102.0,5,83.5,-3.2,0.4,0.295875,0.7967500000000001
408241,2016,140.0,5,83.52000000000001,28.4,0.0,0.232625,0.7616666666666667
408252,2015,204.0,144,86.32708333333333,13.902777777777779,0.2847222222222222,0.33562905882352945,0.4434677419354839
408252,2016,210.0,175,81.49542857142858,14.331428571428571,0.18285714285714286,0.33849460294117645,0.5515545454545455
408252,2017,216.0,193,77.57927461139896,13.968911917098445,0.17616580310880828,0.29486961224489794,0.3884354838709677
408252,2018,37.0,5,78.92,22.4,0.2,0.2928825,0.947
408299,2015,204.0,95,82.1421052631579,15.905263157894737,0.18947368421052632,0.2225268053097345,0.32532558139534884
408299,2016,70.0,31,83.8225806451613,9.387096774193548,0.16129032258064516,0.24108706666666666,0.33895652173913043
408307,2015,102.0,33,91.45454545454545,8.848484848484848,0.48484848484848486,0.34692286666666666,0.6712857142857143
408307,2016,105.0,33,80.24848484848485,6.090909090909091,0.18181818181818182,0.17128571428571426,0.2656818181818182
408314,2015,160.0,115,85.96347826086956,14.139130434782608,0.22608695652173913,0.28764825438596486,0.36490625
408314,2016,66.0,45,81.1,29.955555555555556,0.2222222222222222,0.29526527272727277,0.4042727272727273
